ERROR: Type:2; Severity:80; Class:1; Subclass:1; Operation: 8000d€ø¶
ERROR: Type:2; Severity:80; Class:1; Subclass:1; Operation: 800d€ø¶
100;1463644840031948508
1;1463644840100045946
2;1463644840100123602
3;1463644840585475762
4;1463644840590090543
5;1463644840590144209
100;1463644840590209968
1;1463644840590231978
2;1463644840590251337
3;1463644840604644268
4;1463644840608131139
5;1463644840670270955
100;1463644840670398275
1;1463644840670449952
2;1463644840670470972
3;1463644840684534050
4;1463644840688334372
5;1463644840750489093
100;1463644840750623351
1;1463644840750674074
2;1463644840750694436
3;1463644840763597073
4;1463644840767461107
5;1463644840830712103
100;1463644840830846463
1;1463644840830896548
2;1463644840830917123
3;1463644840837633071
4;1463644840841482267
5;1463644840910935671
100;1463644840911081583
1;1463644840911138111
2;1463644840911160632
3;1463644840918412475
4;1463644840922321150
5;1463644840991179803
100;1463644840991320662
1;1463644840991363519
2;1463644840991381881
3;1463644840997718369
4;1463644841000529642
5;1463644841071397924
100;1463644841071508438
1;1463644841071536386
2;1463644841071548897
3;1463644841077220694
4;1463644841079272888
5;1463644841151558530
100;1463644841151660890
1;1463644841151688664
2;1463644841151702528
3;1463644841157555384
4;1463644841161299661
5;1463644841231712820
100;1463644841231960128
1;1463644841231983028
2;1463644841231994285
3;1463644841237895522
4;1463644841240079425
5;1463644841312004839
100;1463644841312089968
1;1463644841312104505
2;1463644841312115171
3;1463644841318268875
4;1463644841321968010
5;1463644841392127778
100;1463644841392277170
1;1463644841392329148
2;1463644841392351213
3;1463644841399455442
4;1463644841403265564
5;1463644841472371196
100;1463644841472517943
1;1463644841472573339
2;1463644841472595685
3;1463644841479737508
4;1463644841483615855
5;1463644841552615227
100;1463644841552749416
1;1463644841552800111
2;1463644841552821022
3;1463644841559552130
4;1463644841563260146
5;1463644841632839101
100;1463644841632972608
1;1463644841633023214
2;1463644841633043977
3;1463644841639817459
4;1463644841643693435
5;1463644841713061473
100;1463644841713201980
1;1463644841713247132
2;1463644841713265481
3;1463644841719770660
4;1463644841723439361
5;1463644841793282346
100;1463644841793415689
1;1463644841793465690
2;1463644841793486549
3;1463644841800376260
4;1463644841803964283
5;1463644841873504961
100;1463644841873649637
1;1463644841873697946
2;1463644841873717739
